,CIK,Company Name,Date Filed,0,1,2,3,4,5,6,7,8,9
2124,799729,PAREXEL INTERNATIONAL CORP,2015-06-23,million,approximately,charges,company,international,june,fiscal,costs,tax,result
2133,861361,B/E AEROSPACE INC,2015-04-23,april,act,exchange,march,results,press,ended,financial,release,quarter
2158,861459,GRANITE CONSTRUCTION INC,2015-05-05,measures,company,gaap,ebitda,non,provided,used,financial,companies,margin
2159,861459,GRANITE CONSTRUCTION INC,2015-06-09,vote,company,incentive,plan,annual,votes,term,non,meeting,june
2179,887936,FTI CONSULTING INC,2015-05-04,operating,gaap,ebitda,income,charges,loss,fti,segment,consulting,adjusted
2180,887936,FTI CONSULTING INC,2015-05-05,segment,adjusted,consulting,fti,ebitda,charges,income,operating,loss,gaap
2181,887936,FTI CONSULTING INC,2015-05-12,fti,consulting,segment,income,adjusted,ebitda,operating,loss,charges,gaap
2182,887936,FTI CONSULTING INC,2015-06-05,votes,fti,consulting,meeting,proposal,annual,follows,june,stockholders,compensation
2183,887936,FTI CONSULTING INC,2015-06-30,agent,credit,consulting,june,thereto,party,fti,agreement,administrative,time
2192,903127,POST PROPERTIES INC,2015-05-05,post,earnings,supplemental,georgia,david,properties,release,financial,exchange,act
2193,903127,POST PROPERTIES INC,2015-06-05,post,mr,june,directors,board,david,company,proposal,georgia,properties
2212,910521,DECKERS OUTDOOR CORP,2015-04-14,act,april,officers,exchange,certain,release,press,report,corporation,company
2213,910521,DECKERS OUTDOOR CORP,2015-05-12,company,consulting,defined,date,services,corporation,award,agreement,employment,terms
2214,910521,DECKERS OUTDOOR CORP,2015-05-28,release,shall,press,george,securities,exchange,act,pursuant,exhibit,financial
2215,910521,DECKERS OUTDOOR CORP,2015-06-05,mr,base,george,annual,june,exchange,act,officers,salary,directors
2237,910606,REGENCY CENTERS CORP,2015-05-07,centers,regency,months,year,march,ended,exchange,website,florida,act
2238,910606,REGENCY CENTERS CORP,2015-05-14,fiscal,independent,registered,proposal,voting,meeting,regency,year,centers,public
2239,910606,REGENCY CENTERS CORP,2015-05-18,amendment,rate,facility,florida,centers,credit,regency,corporation,exchange,act
2247,921112,LIBERTY PROPERTY TRUST,2015-04-21,title,trust,george,financial,liberty,property,april,partnership,exhibit,report
2248,921112,LIBERTY PROPERTY TRUST,2015-05-06,liberty,amendment,partnership,equity,property,dated,amendments,company,offer,agreement
2249,921112,LIBERTY PROPERTY TRUST,2015-05-15,partnership,trustees,non,proposal,vote,votes,trust,property,broker,liberty
2297,936395,CIENA CORP,2015-04-17,additional,lease,months,ciena,exchange,april,existing,annual,expected,david
2298,936395,CIENA CORP,2015-05-04,sec,proposed,voting,transaction,ciena,agreement,stockholders,merger,proposal,statement
2299,936395,CIENA CORP,2015-06-03,limited,dated,lease,agreement,credit,ciena,amendment,april,david,exhibit
2300,936395,CIENA CORP,2015-06-04,second,ciena,fiscal,june,exchange,results,act,quarter,investor,corporation
2301,936395,CIENA CORP,2015-06-16,press,exchange,june,pursuant,ciena,exhibit,act,david,corporation,release
2311,936528,WASHINGTON FEDERAL INC,2015-04-20,federal,applicable,washington,financial,april,march,act,exchange,copy,attached
2312,936528,WASHINGTON FEDERAL INC,2015-06-19,federal,looking,changes,june,washington,results,forward,statements,company,expectations
2330,945394,HOSPITALITY PROPERTIES TRUST,2015-05-07,financial,properties,mark,operating,supplemental,quarter,trust,exchange,act,pursuant
2331,945394,HOSPITALITY PROPERTIES TRUST,2015-06-04,trustee,independent,committee,mr,proposal,board,trustees,votes,portnoy,company
2332,945394,HOSPITALITY PROPERTIES TRUST,2015-06-05,properties,lease,ta,agreement,llc,centers,transactions,approximately,portnoy,trust
2333,945394,HOSPITALITY PROPERTIES TRUST,2015-06-08,portnoy,agreement,management,trust,llc,shares,rmr,sec,transaction,trustees
2334,945394,HOSPITALITY PROPERTIES TRUST,2015-06-08,portnoy,rmr,agreements,management,looking,forward,mr,sec,agreement,property
2335,945394,HOSPITALITY PROPERTIES TRUST,2015-06-12,ta,llc,lease,rmr,june,agreement,properties,trust,new,portnoy
2336,945394,HOSPITALITY PROPERTIES TRUST,2015-06-22,ta,lease,june,rmr,llc,portnoy,mr,new,agreements,transactions
2337,945394,HOSPITALITY PROPERTIES TRUST,2015-06-25,transactions,transaction,june,lease,ta,llc,rmr,new,portnoy,form
2371,945764,DENBURY RESOURCES INC,2015-04-28,denbury,resources,rule,registrant,james,april,act,pursuant,exchange,cfr
2372,945764,DENBURY RESOURCES INC,2015-05-06,act,denbury,james,resources,press,exchange,release,financial,registrant,exhibit
2373,945764,DENBURY RESOURCES INC,2015-05-22,incentive,voting,broker,denbury,plan,resources,awards,follows,proposal,stockholders
2390,945841,POOL CORP,2015-04-23,mark,act,exchange,corporation,release,press,earnings,april,pursuant,issued
2391,945841,POOL CORP,2015-05-07,votes,stockholders,follows,voting,meeting,corporation,annual,vote,pursuant,mark
2392,945841,POOL CORP,2015-05-11,mark,officers,named,chief,officer,corporation,exchange,pursuant,act,vice
2397,1018003,INGRAM MICRO INC,2015-07-30,measures,non,gaap,micro,ingram,july,diluted,related,financial,act
2419,1025996,KILROY REALTY CORP,2015-07-01,llp,offering,shares,connection,kilroy,realty,prospectus,herewith,filed,common
2420,1025996,KILROY REALTY CORP,2015-07-30,act,supplemental,information,july,realty,kilroy,corporation,exchange,furnished,quarter
2421,1025996,KILROY REALTY CORP,2015-08-25,realty,officers,kilroy,august,certain,exchange,act,opre,shall,departure
2422,1025996,KILROY REALTY CORP,2015-09-10,wells,corporation,underwriting,kilroy,september,realty,agreement,fargo,llc,securities
2423,1025996,KILROY REALTY CORP,2015-09-16,realty,trustee,notes,kilroy,corporation,indenture,association,national,llp,bank
2427,103730,VISHAY INTERTECHNOLOGY INC,2015-07-06,lori,facility,pursuant,vishay,act,exchange,cfr,securities,june,rule
2428,103730,VISHAY INTERTECHNOLOGY INC,2015-08-04,diluted,vishay,eps,conversion,shares,stock,convertible,price,debentures,average
2429,103730,VISHAY INTERTECHNOLOGY INC,2015-08-11,vishay,bylaws,august,amendment,restated,lori,amended,exchange,pursuant,act
2430,103730,VISHAY INTERTECHNOLOGY INC,2015-09-01,debentures,conversion,senior,rate,convertible,price,vishay,effective,lori,pursuant
2440,1038074,SILICON LABORATORIES INC,2015-07-29,measures,non,financial,silicon,july,results,laboratories,gaap,information,press
2441,1038074,SILICON LABORATORIES INC,2015-07-29,silicon,credit,agreement,laboratories,agent,facility,rate,fargo,wells,bank
2442,1038074,SILICON LABORATORIES INC,2015-07-29,july,restated,bylaws,company,laboratories,silicon,delaware,amended,pursuant,act
2443,1038074,SILICON LABORATORIES INC,2015-08-28,august,laboratories,silicon,program,market,transactions,pursuant,repurchase,exchange,act
2455,1056696,MANHATTAN ASSOCIATES INC,2015-07-21,income,operating,adjusted,net,compensation,gaap,share,measures,costs,equity
2483,1062449,BUFFALO WILD WINGS INC,2015-07-15,llc,agreement,purchase,forward,development,ability,looking,closing,proposed,subsidiary
2484,1062449,BUFFALO WILD WINGS INC,2015-07-23,july,fargo,wells,revolving,credit,lenders,association,amendment,agreement,agent
2485,1062449,BUFFALO WILD WINGS INC,2015-07-28,pursuant,act,july,exchange,cfr,press,release,rule,registrant,furnished
2486,1062449,BUFFALO WILD WINGS INC,2015-08-14,owned,subsidiary,pursuant,august,llc,credit,existing,exchange,closing,development
2501,1077771,UMPQUA HOLDINGS CORP,2015-07-15,release,act,july,second,quarter,holdings,exchange,corporation,investor,repurchase
2502,1077771,UMPQUA HOLDINGS CORP,2015-09-15,pursuant,holdings,quarterly,exchange,corporation,september,act,registrant,common,share
2503,1077771,UMPQUA HOLDINGS CORP,2015-09-18,holdings,award,officers,september,equity,committee,directors,exchange,corporation,act
2504,1077771,UMPQUA HOLDINGS CORP,2015-09-24,mr,equity,committee,officers,award,september,directors,holdings,exchange,act
2505,1077771,UMPQUA HOLDINGS CORP,2015-09-30,earnings,exchange,announcing,quarterly,conference,holdings,act,september,corporation,pursuant
2520,1128928,FLOWERS FOODS INC,2015-08-12,flowers,release,exchange,pursuant,press,august,act,exhibit,financial,condition
2521,1128928,FLOWERS FOODS INC,2015-08-13,flowers,stock,termination,purchase,acquisition,certain,august,trustee,agreement,llc
2522,1128928,FLOWERS FOODS INC,2015-09-09,acquisition,flowers,purchase,stock,approximately,agreement,september,company,price,act
2523,1128928,FLOWERS FOODS INC,2015-09-15,company,press,release,retirement,acquisition,trustee,september,related,flowers,llc
2537,1143068,GREAT PLAINS ENERGY INC,2015-08-06,plains,great,kcp,energy,gmo,kansas,mr,august,city,missouri
2538,1143068,GREAT PLAINS ENERGY INC,2015-08-12,great,investor,lori,energy,missouri,plains,city,kcp,kansas,gmo
2539,1143068,GREAT PLAINS ENERGY INC,2015-08-18,august,energy,city,kcp,great,plains,kansas,llc,gmo,securities
2540,1143068,GREAT PLAINS ENERGY INC,2015-09-03,great,plains,kcp,energy,limited,missouri,gmo,kansas,city,factors
2541,1143068,GREAT PLAINS ENERGY INC,2015-09-11,kcp,great,plains,agent,energy,city,gmo,kansas,amendment,september
2542,1143068,GREAT PLAINS ENERGY INC,2015-09-14,plains,gmo,kansas,great,missouri,kcp,city,energy,lori,information
2543,1143068,GREAT PLAINS ENERGY INC,2015-09-25,energy,kcp,plains,great,kansas,missouri,gmo,city,lori,investor
2577,1179929,MOLINA HEALTHCARE INC,2015-07-16,transaction,act,healthcare,july,assets,molina,llc,business,exchange,joint
2578,1179929,MOLINA HEALTHCARE INC,2015-07-30,months,second,press,healthcare,exchange,july,act,release,june,molina
2579,1179929,MOLINA HEALTHCARE INC,2015-08-03,plan,molina,assets,transaction,florida,healthcare,act,august,business,exchange
2580,1179929,MOLINA HEALTHCARE INC,2015-08-04,director,pursuant,officers,healthcare,exchange,mr,company,molina,directors,long
2581,1179929,MOLINA HEALTHCARE INC,2015-09-01,september,subsidiary,pursuant,healthcare,molina,exchange,act,securities,registrant,shall
2582,1179929,MOLINA HEALTHCARE INC,2015-09-08,closing,healthcare,molina,purchase,agreement,transaction,company,september,looking,customary
2583,1179929,MOLINA HEALTHCARE INC,2015-09-17,slide,molina,healthcare,presentation,exchange,september,act,conference,investor,securities
2597,1265888,NEUSTAR INC,2015-07-30,company,neustar,directors,director,new,committee,annual,july,serve,iii
2598,1265888,NEUSTAR INC,2015-07-30,press,neustar,july,report,release,exchange,act,financial,results,second
2599,1265888,NEUSTAR INC,2015-09-09,purchase,transaction,termination,neustar,agreement,services,september,million,business,customary
2612,1287865,MEDICAL PROPERTIES TRUST INC,2015-07-10,steven,partnership,purchase,properties,closing,mpt,acquired,price,agreements,medical
2613,1287865,MEDICAL PROPERTIES TRUST INC,2015-07-27,agreement,merger,mpt,operating,company,holdings,partnership,july,closing,party
2614,1287865,MEDICAL PROPERTIES TRUST INC,2015-08-04,months,trust,million,medical,ended,gaap,properties,operations,june,august
2615,1287865,MEDICAL PROPERTIES TRUST INC,2015-08-04,securities,pursuant,exchange,august,properties,steven,act,medical,offer,document
2617,1287865,MEDICAL PROPERTIES TRUST INC,2015-08-14,underwriting,mpt,notes,partnership,operating,agreement,august,steven,limited,llp
2618,1287865,MEDICAL PROPERTIES TRUST INC,2015-08-21,indenture,notes,mpt,partnership,trustee,agent,trust,operating,august,medical
2619,1287865,MEDICAL PROPERTIES TRUST INC,2015-09-04,mpt,medical,holdings,loan,merger,acquisition,owned,llc,partnership,property
2636,18349,SYNOVUS FINANCIAL CORP,2015-07-21,slide,synovus,information,july,supplemental,pursuant,act,presentation,press,release
2637,18349,SYNOVUS FINANCIAL CORP,2015-07-24,july,executive,corp,president,officers,synovus,base,increase,georgia,vice
2642,310142,SENSIENT TECHNOLOGIES CORP,2015-07-24,technologies,july,months,corporation,june,press,exhibit,ended,release,quarter
2650,33619,ESTERLINE TECHNOLOGIES CORP,2015-07-07,investors,july,repurchase,esterline,technologies,agreement,common,purchase,stock,shares
2651,33619,ESTERLINE TECHNOLOGIES CORP,2015-08-13,technologies,agreement,esterline,august,mr,effective,award,incentive,segment,corporation
2652,33619,ESTERLINE TECHNOLOGIES CORP,2015-09-03,september,supplemental,press,esterline,financial,technologies,release,corporation,results,information
2663,350797,EATON VANCE CORP,2015-08-19,registrant,corp,august,pursuant,exhibit,act,dated,exchange,release,report
2670,355811,GENTEX CORP,2015-07-23,shall,financial,exchange,opre,release,july,act,corporation,exhibit,securities
2671,355811,GENTEX CORP,2015-09-11,mr,stock,company,september,steven,restricted,officers,employee,exchange,act
2681,46195,BANK OF HAWAII CORP,2015-07-27,act,corporation,mark,exchange,bank,july,pursuant,results,release,quarter
2682,46195,BANK OF HAWAII CORP,2015-09-29,company,lease,pursuant,corporation,mark,bank,act,september,exchange,impairment
2685,52827,RAYONIER INC,2015-08-05,august,act,exchange,table,exhibit,pursuant,opre,press,securities,release
2686,52827,RAYONIER INC,2015-08-05,revolving,credit,agreement,facility,term,rate,august,lenders,loan,table
2687,52827,RAYONIER INC,2015-08-10,table,august,materials,exhibit,filed,act,exchange,securities,report,mark
2696,67215,DYCOM INDUSTRIES INC,2015-07-01,forward,july,looking,dycom,press,industries,act,exchange,release,expectations
2697,67215,DYCOM INDUSTRIES INC,2015-07-24,employment,agreement,bonus,termination,mr,payment,company,benefits,term,salary
2698,67215,DYCOM INDUSTRIES INC,2015-08-26,revenue,non,company,materials,gaap,august,forward,measures,results,period
2699,67215,DYCOM INDUSTRIES INC,2015-08-26,repurchase,august,looking,forward,industries,dycom,uncertainties,risks,statements,time
2700,67215,DYCOM INDUSTRIES INC,2015-08-27,non,gaap,measures,company,conference,revenue,august,forward,financial,period
2701,67215,DYCOM INDUSTRIES INC,2015-08-27,dycom,industries,florida,august,officers,accounting,exchange,act,certain,pursuant
2702,67215,DYCOM INDUSTRIES INC,2015-09-08,act,industries,dycom,september,securities,rule,pursuant,notes,florida,aggregate
2703,67215,DYCOM INDUSTRIES INC,2015-09-10,dycom,amendment,second,credit,notes,agreement,act,industries,convertible,september
2704,67215,DYCOM INDUSTRIES INC,2015-09-15,indenture,price,dycom,notes,september,conversion,transactions,industries,common,stock
2705,67215,DYCOM INDUSTRIES INC,2015-09-17,indenture,looking,dycom,notes,forward,million,september,industries,uncertainties,trustee
2706,67215,DYCOM INDUSTRIES INC,2015-09-28,price,convertible,notes,company,transactions,gaap,average,conversion,dycom,share
2718,70145,NATIONAL FUEL GAS CO,2015-08-06,changes,company,natural,oil,gas,presentation,measures,gaap,august,looking
2719,70145,NATIONAL FUEL GAS CO,2015-08-07,looking,oil,measures,changes,gas,company,forward,gaap,natural,costs
2737,701811,MENTOR GRAPHICS CORP,2015-08-20,quarter,cfr,august,pursuant,corporation,rule,act,exchange,registrant,securities
2745,706688,AARON'S INC,2015-07-24,release,gaap,press,measures,earnings,july,financial,segment,net,eps
2746,706688,AARON'S INC,2015-08-11,mr,directors,company,board,august,director,act,georgia,exchange,certain
2747,706688,AARON'S INC,2015-09-25,acquisition,purchase,amendment,note,loan,existing,facility,agreement,credit,company
2757,720672,STIFEL FINANCIAL CORP,2015-07-07,proxy,meeting,annual,plan,votes,stifel,corp,performance,shareholders,incentive
2758,720672,STIFEL FINANCIAL CORP,2015-08-04,exhibit,stifel,stockholders,company,acquisition,connection,prospectus,llp,registration,august
2759,720672,STIFEL FINANCIAL CORP,2015-08-10,stifel,august,presentation,financial,exchange,corp,act,exhibit,investor,james
2760,720672,STIFEL FINANCIAL CORP,2015-09-04,corp,exhibit,james,stifel,committee,plan,financial,compensation,exchange,pursuant
2761,720672,STIFEL FINANCIAL CORP,2015-09-21,stifel,act,september,gaap,company,statements,investor,forward,looking,presentation
2781,73088,NORTHWESTERN CORP,2015-07-23,presentation,northwestern,act,investor,july,press,company,conference,release,shall
2782,73088,NORTHWESTERN CORP,2015-07-23,northwestern,purchase,july,company,parties,agreement,looking,conditions,forward,transaction
2783,73088,NORTHWESTERN CORP,2015-07-28,act,july,slide,northwestern,exchange,presentation,document,securities,company,corporation
2784,73088,NORTHWESTERN CORP,2015-09-11,northwestern,energy,rate,revenue,september,filings,exchange,act,pursuant,corporation
2785,73088,NORTHWESTERN CORP,2015-09-15,act,northwestern,presentation,september,exchange,slide,document,securities,company,corporation
2786,73088,NORTHWESTERN CORP,2015-09-25,press,northwestern,release,september,document,exchange,act,pursuant,corporation,rule
2797,73756,OCEANEERING INTERNATIONAL INC,2015-07-22,exhibit,international,july,oceaneering,press,regarding,release,item,act,furnished
2798,73756,OCEANEERING INTERNATIONAL INC,2015-08-21,international,august,oceaneering,bylaws,mr,salary,restated,award,bonus,agreement
2799,73756,OCEANEERING INTERNATIONAL INC,2015-09-01,continue,gaap,forward,looking,oil,second,statement,statements,gas,previously
2800,73756,OCEANEERING INTERNATIONAL INC,2015-09-08,continue,forward,second,looking,oil,oceaneering,products,future,conference,ebitda
2831,74303,OLIN CORP,2015-07-06,sec,products,tdcc,merger,transaction,spinco,solicitation,proposed,olin,proxy
2832,74303,OLIN CORP,2015-07-23,act,july,olin,exchange,opre,exhibit,press,announcing,release,george
2833,74303,OLIN CORP,2015-07-27,materials,exchange,july,olin,opre,conference,act,george,investors,exhibit
2834,74303,OLIN CORP,2015-07-31,opre,act,july,olin,exchange,press,second,exhibit,release,quarter
2835,74303,OLIN CORP,2015-08-03,proposed,tdcc,olin,transaction,spinco,sec,products,proxy,forward,looking
2836,74303,OLIN CORP,2015-08-17,agreement,merger,olin,special,spinco,tdcc,august,meeting,corporation,march
2837,74303,OLIN CORP,2015-08-25,credit,products,tdcc,transaction,olin,business,proposed,spinco,sec,agreement
2838,74303,OLIN CORP,2015-09-02,offer,olin,tdcc,stock,common,merger,sec,shares,proposed,transaction
2839,74303,OLIN CORP,2015-09-02,act,olin,september,presentation,corporation,exchange,george,securities,pursuant,item
2840,74303,OLIN CORP,2015-09-15,transaction,olin,merger,products,proposed,sec,tdcc,risks,materials,looking
2841,74303,OLIN CORP,2015-09-15,merger,september,special,shares,olin,proposal,tdcc,vote,follows,meeting
2842,74303,OLIN CORP,2015-09-15,act,olin,september,presentation,securities,george,corporation,exchange,pursuant,item
2843,74303,OLIN CORP,2015-09-28,private,notes,tdcc,olin,solicitation,registration,september,sec,offer,merger
2844,74303,OLIN CORP,2015-09-28,george,olin,corporation,september,pursuant,presentation,act,exchange,securities,item
2871,7536,ARROW ELECTRONICS INC,2015-07-28,exchange,press,july,second,earnings,release,act,issued,quarter,hereto
2872,7536,ARROW ELECTRONICS INC,2015-09-18,september,registrant,press,report,release,exchange,act,pursuant,rule,cfr
2904,799729,PAREXEL INTERNATIONAL CORP,2015-08-06,report,exchange,corporation,bank,august,international,act,pursuant,securities,financial
2905,799729,PAREXEL INTERNATIONAL CORP,2015-08-26,august,international,committee,board,meeting,directors,employee,director,transactions,exchange
2906,799729,PAREXEL INTERNATIONAL CORP,2015-09-15,target,salary,eps,base,bonus,fiscal,based,equal,year,payment
2907,799729,PAREXEL INTERNATIONAL CORP,2015-09-17,september,stock,agreement,shares,wells,company,repurchase,common,international,bank
2921,861361,B/E AEROSPACE INC,2015-07-22,exchange,july,act,june,financial,press,results,ended,release,quarter
2922,861361,B/E AEROSPACE INC,2015-07-31,quarterly,repurchase,july,company,plans,share,program,announcing,act,pursuant
2923,861361,B/E AEROSPACE INC,2015-08-07,receive,consulting,terms,pursuant,exchange,officers,august,agreement,company,mr
2931,861459,GRANITE CONSTRUCTION INC,2015-07-17,act,board,directors,exchange,july,officers,certain,incorporated,pursuant,signature
2932,861459,GRANITE CONSTRUCTION INC,2015-07-30,ebitda,company,gaap,measures,july,non,used,financial,companies,provided
2936,887936,FTI CONSULTING INC,2015-07-31,gaap,segment,loss,income,charges,ebitda,operating,consulting,fti,adjusted
2937,887936,FTI CONSULTING INC,2015-08-03,segment,consulting,fti,adjusted,income,ebitda,operating,charges,loss,gaap
2938,887936,FTI CONSULTING INC,2015-08-07,fti,segment,adjusted,consulting,ebitda,income,charges,operating,loss,gaap
2939,887936,FTI CONSULTING INC,2015-08-14,fti,forward,looking,notes,august,offer,consulting,customary,expectations,outstanding
2940,887936,FTI CONSULTING INC,2015-09-01,forward,notes,looking,offer,fti,august,consulting,press,expectations,announcing
2946,903127,POST PROPERTIES INC,2015-08-04,post,david,supplemental,earnings,georgia,august,properties,financial,release,act
2958,910521,DECKERS OUTDOOR CORP,2015-07-02,performance,committee,compensation,target,incentive,awards,award,plan,equity,company
2959,910521,DECKERS OUTDOOR CORP,2015-07-30,shall,george,pursuant,securities,press,july,act,release,exchange,exhibit
2960,910521,DECKERS OUTDOOR CORP,2015-09-16,proposal,bylaws,amendment,shares,voting,corporation,company,stockholders,law,delaware
2968,910606,REGENCY CENTERS CORP,2015-07-20,regency,centers,restated,bylaws,control,change,director,corporation,company,amended
2969,910606,REGENCY CENTERS CORP,2015-08-05,centers,months,august,regency,ended,june,florida,act,website,exchange
2970,910606,REGENCY CENTERS CORP,2015-08-12,regency,centers,notes,indenture,corporation,august,underwriting,november,llc,national
2971,910606,REGENCY CENTERS CORP,2015-08-18,regency,indenture,centers,august,supplemental,notes,trustee,corporation,dated,pursuant
2974,921112,LIBERTY PROPERTY TRUST,2015-07-28,property,financial,george,trust,liberty,title,july,partnership,exhibit,report
3010,936395,CIENA CORP,2015-08-03,indenture,conversion,ciena,notes,merger,company,change,shares,stock,supplemental
3011,936395,CIENA CORP,2015-08-13,mr,act,corporation,ciena,david,officers,august,exchange,departure,senior
3012,936395,CIENA CORP,2015-09-03,notes,senior,ciena,appointment,fiscal,conversion,september,mr,press,release
3026,936528,WASHINGTON FEDERAL INC,2015-07-17,federal,applicable,washington,financial,june,july,act,exchange,copy,attached
3027,936528,WASHINGTON FEDERAL INC,2015-08-19,control,agreements,bonus,change,officer,executive,termination,officers,receive,annual
3028,936528,WASHINGTON FEDERAL INC,2015-09-23,federal,september,chief,washington,company,officer,act,exchange,financial,certain
3037,945394,HOSPITALITY PROPERTIES TRUST,2015-07-28,agreement,quarterly,llc,rmr,trustees,mr,report,agreements,portnoy,management
3038,945394,HOSPITALITY PROPERTIES TRUST,2015-08-10,financial,supplemental,trust,august,properties,operating,quarter,pursuant,mark,months
3039,945394,HOSPITALITY PROPERTIES TRUST,2015-09-23,transactions,form,june,ta,rmr,portnoy,centers,llc,lease,looking
3047,945764,DENBURY RESOURCES INC,2015-07-28,act,resources,july,denbury,james,exchange,rule,registrant,pursuant,report
3048,945764,DENBURY RESOURCES INC,2015-08-05,james,denbury,august,exchange,resources,release,act,press,financial,exhibit
3049,945764,DENBURY RESOURCES INC,2015-09-08,award,company,restricted,september,mr,denbury,agreement,share,resources,oil
3050,945764,DENBURY RESOURCES INC,2015-09-21,denbury,september,program,repurchase,resources,board,james,act,exchange,previously
3051,945764,DENBURY RESOURCES INC,2015-09-23,certain,resources,james,denbury,exchange,september,act,non,registrant,officers
3058,945841,POOL CORP,2015-07-23,release,earnings,pursuant,corporation,july,press,act,exchange,mark,second
3059,945841,POOL CORP,2015-08-03,issued,corporation,mark,exchange,rule,pursuant,act,registrant,august,cfr
3069,1018003,INGRAM MICRO INC,2015-10-29,micro,gaap,ingram,measures,non,october,related,financial,act,exchange
3070,1018003,INGRAM MICRO INC,2015-12-17,payment,plan,ingram,change,company,control,committee,micro,termination,benefits
3071,1018003,INGRAM MICRO INC,2015-12-22,december,meeting,micro,company,stockholders,ingram,bylaws,board,special,restated
3085,1025996,KILROY REALTY CORP,2015-10-29,supplemental,october,quarter,realty,kilroy,information,act,corporation,exchange,furnished
3086,1025996,KILROY REALTY CORP,2015-10-30,tax,realty,kilroy,income,federal,partnership,corporation,october,states,supplemental
3087,1025996,KILROY REALTY CORP,2015-11-16,exchange,partnership,november,corporation,kilroy,pursuant,act,realty,securities,agreement
3088,1025996,KILROY REALTY CORP,2015-12-18,employment,corporation,kilroy,realty,agreement,december,partnership,officers,operating,mr
3092,103730,VISHAY INTERTECHNOLOGY INC,2015-10-08,report,act,exchange,pursuant,vishay,lori,october,press,rule,release
3093,103730,VISHAY INTERTECHNOLOGY INC,2015-11-03,average,conversion,debentures,shares,diluted,eps,stock,vishay,convertible,price
3094,103730,VISHAY INTERTECHNOLOGY INC,2015-11-10,november,vishay,lori,exchange,act,report,pursuant,december,common,cash
3095,103730,VISHAY INTERTECHNOLOGY INC,2015-12-02,debentures,convertible,lori,rate,conversion,vishay,effective,price,senior,december
3096,103730,VISHAY INTERTECHNOLOGY INC,2015-12-10,restated,facility,credit,vishay,amended,subsidiaries,ratio,december,agreement,certain
3103,1038074,SILICON LABORATORIES INC,2015-10-28,gaap,information,financial,silicon,october,press,results,non,measures,laboratories
3104,1038074,SILICON LABORATORIES INC,2015-10-30,president,laboratories,exchange,silicon,october,certain,act,pursuant,officers,senior
3105,1038074,SILICON LABORATORIES INC,2015-11-23,silicon,purchase,agreement,november,laboratories,limited,shareholders,consideration,pursuant,exchange
3106,1038074,SILICON LABORATORIES INC,2015-11-30,silicon,rule,pursuant,committee,november,laboratories,act,exchange,cfr,registrant
3117,1056696,MANHATTAN ASSOCIATES INC,2015-10-16,october,appointment,board,directors,mr,officers,director,georgia,exchange,act
3118,1056696,MANHATTAN ASSOCIATES INC,2015-10-20,net,adjusted,operating,gaap,measures,income,compensation,share,costs,equity
3129,1062449,BUFFALO WILD WINGS INC,2015-10-28,release,october,exchange,press,pursuant,registrant,act,cfr,rule,furnished
3130,1062449,BUFFALO WILD WINGS INC,2015-11-23,announcing,program,release,repurchase,press,share,act,november,exchange,pursuant
3131,1062449,BUFFALO WILD WINGS INC,2015-12-08,act,retirement,december,announcing,furnished,exchange,item,pursuant,securities,contained
3148,1077771,UMPQUA HOLDINGS CORP,2015-10-21,october,holdings,act,quarter,exchange,release,corporation,press,financial,investor
3149,1077771,UMPQUA HOLDINGS CORP,2015-12-16,act,holdings,december,pursuant,exchange,corporation,registrant,cfr,rule,payable
3150,1077771,UMPQUA HOLDINGS CORP,2015-12-30,conference,quarterly,holdings,december,earnings,announcing,exchange,corporation,act,pursuant
3160,1128928,FLOWERS FOODS INC,2015-10-14,act,press,release,flowers,october,exchange,acquisition,exhibit,pursuant,company
3161,1128928,FLOWERS FOODS INC,2015-11-12,release,act,november,financial,press,pursuant,flowers,exhibit,exchange,condition
3162,1128928,FLOWERS FOODS INC,2015-11-25,november,exchange,officer,directors,company,flowers,mr,chief,act,pursuant
3173,1143068,GREAT PLAINS ENERGY INC,2015-11-05,kcp,city,energy,great,plains,kansas,gmo,november,missouri,lori
3174,1143068,GREAT PLAINS ENERGY INC,2015-11-06,city,kcp,great,gmo,lori,plains,missouri,investor,energy,kansas
3175,1143068,GREAT PLAINS ENERGY INC,2015-12-01,gmo,kcp,lori,plains,great,missouri,city,energy,kansas,investor
3200,1179929,MOLINA HEALTHCARE INC,2015-10-29,act,months,healthcare,press,october,molina,september,exchange,release,results
3201,1179929,MOLINA HEALTHCARE INC,2015-11-02,exchange,announced,november,llc,acquisition,molina,act,healthcare,services,pursuant
3202,1179929,MOLINA HEALTHCARE INC,2015-11-02,act,securities,healthcare,november,notes,molina,pursuant,press,release,exchange
3203,1179929,MOLINA HEALTHCARE INC,2015-11-06,notes,agreement,molina,purchase,healthcare,november,company,offering,party,thereto
3204,1179929,MOLINA HEALTHCARE INC,2015-11-06,second,payment,november,molina,company,healthcare,purchase,lease,amendment,effective
3205,1179929,MOLINA HEALTHCARE INC,2015-11-10,notes,indenture,molina,company,november,registration,restricted,healthcare,subsidiaries,agreement
3206,1179929,MOLINA HEALTHCARE INC,2015-11-24,molina,assets,plan,healthcare,businesses,exchange,act,november,joint,certain
3216,1265888,NEUSTAR INC,2015-10-29,financial,exchange,neustar,release,report,october,act,press,results,reference
3217,1265888,NEUSTAR INC,2015-11-06,agreement,neustar,purchase,november,securities,acquisition,holders,limited,customary,facility
