,CIK,Company Name,Date Filed,0,1,2,3,4,5,6,7,8,9
2192,903127,POST PROPERTIES INC,2015-05-05,earnings,georgia,david,supplemental,properties,release,financial,may,inc,quarterly
2193,903127,POST PROPERTIES INC,2015-06-05,board,david,properties,proposal,company,georgia,mr,june,directors,appointment
2212,910521,DECKERS OUTDOOR CORP,2015-04-14,directors,company,release,press,certain,corporation,officers,april,exhibits,attached
2213,910521,DECKERS OUTDOOR CORP,2015-05-12,which,company,during,terms,award,agreement,with,will,agreed,employment
2214,910521,DECKERS OUTDOOR CORP,2015-05-28,may,exhibit,george,release,shall,press,financial,results,corporation,hereto
2215,910521,DECKERS OUTDOOR CORP,2015-06-05,base,salary,mr,june,george,annual,officers,directors,corporation,certain
2237,910606,REGENCY CENTERS CORP,2015-05-07,website,supplemental,ended,year,florida,three,months,may,march,earnings
2238,910606,REGENCY CENTERS CORP,2015-05-14,public,fiscal,registered,voting,independent,year,proposal,elected,meeting,shareholders
2239,910606,REGENCY CENTERS CORP,2015-05-18,credit,facility,an,interest,florida,rate,corporation,may,will,amendment
2247,921112,LIBERTY PROPERTY TRUST,2015-04-21,george,property,april,limited,trust,title,partnership,exhibit,financial,press
2248,921112,LIBERTY PROPERTY TRUST,2015-05-06,partnership,may,equity,property,dated,amendments,agreement,offer,company,amendment
2249,921112,LIBERTY PROPERTY TRUST,2015-05-15,broker,vote,votes,trust,registered,proposal,partnership,property,limited,non
2297,936395,CIENA CORP,2015-04-17,additional,for,an,months,expected,will,april,upon,per,existing
2298,936395,CIENA CORP,2015-05-04,stockholders,may,agreement,sec,proposed,transaction,voting,proposal,with,that
2299,936395,CIENA CORP,2015-06-03,amendment,agreement,april,david,limited,first,dated,credit,ii,exhibit
2300,936395,CIENA CORP,2015-06-04,june,fiscal,call,second,investor,quarter,results,corporation,david,press
2301,936395,CIENA CORP,2015-06-16,david,corporation,release,termination,june,exhibit,press,issued,inc,document
2311,936528,WASHINGTON FEDERAL INC,2015-04-20,march,april,applicable,financial,about,federal,washington,not,attached,copy
2312,936528,WASHINGTON FEDERAL INC,2015-06-19,washington,federal,looking,results,june,forward,changes,statements,company,are
2330,945394,HOSPITALITY PROPERTIES TRUST,2015-05-07,properties,may,supplemental,trust,financial,operating,mark,quarter,press,march
2331,945394,HOSPITALITY PROPERTIES TRUST,2015-06-04,board,committee,company,mr,votes,proposal,that,trustee,independent,against
2332,945394,HOSPITALITY PROPERTIES TRUST,2015-06-05,properties,will,our,llc,agreement,we,are,transactions,approximately,trust
2333,945394,HOSPITALITY PROPERTIES TRUST,2015-06-08,llc,trust,we,our,shares,inc,management,agreement,sec,transaction
2334,945394,HOSPITALITY PROPERTIES TRUST,2015-06-08,we,management,our,agreements,looking,are,sec,mr,forward,with
2335,945394,HOSPITALITY PROPERTIES TRUST,2015-06-12,properties,june,llc,trust,agreement,our,we,new,restated,mr
2336,945394,HOSPITALITY PROPERTIES TRUST,2015-06-22,new,june,llc,our,mr,we,agreements,transactions,transaction,properties
2337,945394,HOSPITALITY PROPERTIES TRUST,2015-06-25,our,transactions,june,llc,we,new,transaction,forward,looking,sec
2371,945764,DENBURY RESOURCES INC,2015-04-28,quarterly,shareholders,april,payable,former,inc,thesecurities,dividend,resources,james
2372,945764,DENBURY RESOURCES INC,2015-05-06,resources,press,exhibit,inc,not,financial,release,may,furnished,james
2373,945764,DENBURY RESOURCES INC,2015-05-22,voting,follows,broker,stockholders,plan,may,awards,proposal,resources,incentive
2390,945841,POOL CORP,2015-04-23,april,corporation,earnings,issued,release,should,press,first,mark,guidance
2391,945841,POOL CORP,2015-05-07,votes,stockholders,follows,may,corporation,were,meeting,voting,annual,mark
2392,945841,POOL CORP,2015-05-11,chief,vice,was,may,corporation,named,officers,mark,officer,certain
2397,1018003,INGRAM MICRO INC,2015-07-30,with,gaap,july,measures,non,financial,diluted,related,these,press
2419,1025996,KILROY REALTY CORP,2015-07-01,llp,prospectus,shares,connection,offering,herewith,filed,common,stock,corporation
2420,1025996,KILROY REALTY CORP,2015-07-30,july,supplemental,information,deemed,corporation,furnished,for,june,quarter,shall
2421,1025996,KILROY REALTY CORP,2015-08-25,opre,officers,certain,august,shall,departure,corporation,reference,company,directors
2422,1025996,KILROY REALTY CORP,2015-09-10,partnership,operating,exhibit,capital,september,opre,llc,corporation,incorporated,agreement
2423,1025996,KILROY REALTY CORP,2015-09-16,corporation,association,notes,trustee,national,filed,bank,among,llp,supplemental
2427,103730,VISHAY INTERTECHNOLOGY INC,2015-07-06,plans,facility,make,will,june,costs,inc,party,expense,lori
2428,103730,VISHAY INTERTECHNOLOGY INC,2015-08-04,shares,diluted,price,stock,per,earnings,common,share,market,amount
2429,103730,VISHAY INTERTECHNOLOGY INC,2015-08-11,restated,first,dividend,august,amendment,lori,inc,which,amended,september
2430,103730,VISHAY INTERTECHNOLOGY INC,2015-09-01,due,effective,rate,price,senior,dividend,adjusted,lori,each,august
2440,1038074,SILICON LABORATORIES INC,2015-07-29,information,results,financial,gaap,measures,july,non,press,release,inc
2441,1038074,SILICON LABORATORIES INC,2015-07-29,credit,agreement,agent,rate,bank,facility,defined,july,amendment,million
2442,1038074,SILICON LABORATORIES INC,2015-07-29,july,third,restated,delaware,inc,company,amended,does,john,exhibit
2443,1038074,SILICON LABORATORIES INC,2015-08-28,program,august,inc,transactions,market,john,press,release,exhibit,up
2455,1056696,MANHATTAN ASSOCIATES INC,2015-07-21,adjusted,our,income,we,measures,operating,net,gaap,per,compensation
2483,1062449,BUFFALO WILD WINGS INC,2015-07-15,purchase,our,llc,agreement,development,closing,looking,ability,forward,proposed
2484,1062449,BUFFALO WILD WINGS INC,2015-07-23,july,amendment,credit,agreement,agent,party,national,administrative,thereto,association
2485,1062449,BUFFALO WILD WINGS INC,2015-07-28,press,release,furnished,results,inc,second,financial,july,commissionfile,jurisdictionof
2486,1062449,BUFFALO WILD WINGS INC,2015-08-14,subsidiary,closing,credit,development,were,existing,inc,llc,august,owned
2501,1077771,UMPQUA HOLDINGS CORP,2015-07-15,july,release,program,corporation,holdings,second,quarter,investor,financial,press
2502,1077771,UMPQUA HOLDINGS CORP,2015-09-15,quarterly,corporation,holdings,dividend,september,per,share,common,cash,increase
2503,1077771,UMPQUA HOLDINGS CORP,2015-09-18,award,holdings,equity,september,committee,officers,directors,corporation,certain,compensation
2504,1077771,UMPQUA HOLDINGS CORP,2015-09-24,officers,award,holdings,september,equity,committee,mr,corporation,certain,directors
2505,1077771,UMPQUA HOLDINGS CORP,2015-09-30,september,announcing,holdings,call,conference,earnings,quarterly,corporation,press,release
2520,1128928,FLOWERS FOODS INC,2015-08-12,press,august,inc,financial,release,exhibit,condition,operations,georgia,results
2521,1128928,FLOWERS FOODS INC,2015-08-13,stock,august,trustee,certain,purchase,termination,acquisition,agreement,llc,closing
2522,1128928,FLOWERS FOODS INC,2015-09-09,price,approximately,september,stock,purchase,company,acquisition,agreement,inc,occur
2523,1128928,FLOWERS FOODS INC,2015-09-15,acquisition,retirement,inc,september,trustee,press,related,release,company,llc
2537,1143068,GREAT PLAINS ENERGY INC,2015-08-06,energy,information,city,august,lori,missouri,mr,september,performance,year
2538,1143068,GREAT PLAINS ENERGY INC,2015-08-12,lori,not,presentation,energy,city,investor,furnished,august,missouri,information
2539,1143068,GREAT PLAINS ENERGY INC,2015-08-18,city,energy,august,exhibit,llc,missouri,lori,llp,incorporated,notes
2540,1143068,GREAT PLAINS ENERGY INC,2015-09-03,missouri,city,not,limited,factors,but,energy,effects,costs,looking
2541,1143068,GREAT PLAINS ENERGY INC,2015-09-11,september,limited,agent,city,energy,company,but,amendment,missouri,not
2542,1143068,GREAT PLAINS ENERGY INC,2015-09-14,furnished,lori,investor,energy,city,relating,information,not,september,missouri
2543,1143068,GREAT PLAINS ENERGY INC,2015-09-25,information,not,energy,furnished,presentation,relating,investor,city,missouri,lori
2577,1179929,MOLINA HEALTHCARE INC,2015-07-16,transaction,july,healthcare,assets,llc,business,definitive,inc,agreement,certain
2578,1179929,MOLINA HEALTHCARE INC,2015-07-30,healthcare,july,second,release,months,press,june,inc,results,ended
2579,1179929,MOLINA HEALTHCARE INC,2015-08-03,florida,august,inc,plan,healthcare,assets,transaction,business,definitive,agreement
2580,1179929,MOLINA HEALTHCARE INC,2015-08-04,officers,mr,group,healthcare,directors,director,from,class,company,long
2581,1179929,MOLINA HEALTHCARE INC,2015-09-01,healthcare,shall,inc,subsidiary,september,note,amended,certain,purpose,long
2582,1179929,MOLINA HEALTHCARE INC,2015-09-08,september,agreement,customary,healthcare,closing,transaction,company,purchase,looking,forward
2583,1179929,MOLINA HEALTHCARE INC,2015-09-17,slide,healthcare,investor,september,at,conference,presentation,webcast,company,inc
2597,1265888,NEUSTAR INC,2015-07-30,serve,class,july,new,company,directors,director,committee,annual,iii
2598,1265888,NEUSTAR INC,2015-07-30,release,july,financial,press,call,results,second,acquisition,reference,shall
2599,1265888,NEUSTAR INC,2015-09-09,purchase,agreement,september,inc,termination,transaction,services,million,customary,business
2612,1287865,MEDICAL PROPERTIES TRUST INC,2015-07-10,closing,we,properties,steven,agreements,acquired,price,partnership,against,purchase
2613,1287865,MEDICAL PROPERTIES TRUST INC,2015-07-27,july,operating,agreement,partnership,holdings,company,among,closing,party,inc
2614,1287865,MEDICAL PROPERTIES TRUST INC,2015-08-04,million,june,ended,months,three,properties,gaap,operations,august,trust
2615,1287865,MEDICAL PROPERTIES TRUST INC,2015-08-04,august,trust,properties,document,steven,offer,amended,press,exhibit,release
2617,1287865,MEDICAL PROPERTIES TRUST INC,2015-08-14,operating,notes,partnership,august,agreement,steven,llp,limited,prospectus,company
2618,1287865,MEDICAL PROPERTIES TRUST INC,2015-08-21,august,agent,notes,partnership,trust,operating,trustee,their,bank,properties
2619,1287865,MEDICAL PROPERTIES TRUST INC,2015-09-04,holdings,loan,owned,acquisition,llc,partnership,property,limited,operating,acquired
2636,18349,SYNOVUS FINANCIAL CORP,2015-07-21,press,information,presentation,slide,july,supplemental,release,exhibit,into,corp
2637,18349,SYNOVUS FINANCIAL CORP,2015-07-24,officers,july,corp,base,committee,georgia,president,vice,increase,chief
2642,310142,SENSIENT TECHNOLOGIES CORP,2015-07-24,john,technologies,months,july,june,corporation,press,ended,exhibit,release
2650,33619,ESTERLINE TECHNOLOGIES CORP,2015-07-07,shares,agreement,technologies,purchase,stock,july,investors,common,share,corporation
2651,33619,ESTERLINE TECHNOLOGIES CORP,2015-08-13,will,effective,mr,award,technologies,august,incentive,agreement,corporation,his
2652,33619,ESTERLINE TECHNOLOGIES CORP,2015-09-03,press,september,financial,release,supplemental,technologies,corporation,results,information,dated
2663,350797,EATON VANCE CORP,2015-08-19,table,exhibit,operations,corp,index,dated,release,august,international,financial
2670,355811,GENTEX CORP,2015-07-23,shall,deemed,corporation,july,accounting,financial,opre,release,attached,exhibit
2671,355811,GENTEX CORP,2015-09-11,restricted,mr,steven,stock,company,with,september,employee,officers,opre
2681,46195,BANK OF HAWAII CORP,2015-07-27,mark,quarter,bank,release,july,corporation,results,furnished,operations,financial
2682,46195,BANK OF HAWAII CORP,2015-09-29,september,was,mark,bank,after,company,corporation,global,determined,which
2685,52827,RAYONIER INC,2015-08-05,opre,table,press,release,august,inc,exhibit,furnished,financial,herewith
2686,52827,RAYONIER INC,2015-08-05,agreement,facility,credit,august,term,loan,rate,table,bank,interest
2687,52827,RAYONIER INC,2015-08-10,table,august,exhibit,materials,filed,opre,mark,inc,credit,otherwise
2696,67215,DYCOM INDUSTRIES INC,2015-07-01,forward,looking,july,press,our,release,company,fourth,expectations,current
2697,67215,DYCOM INDUSTRIES INC,2015-07-24,employment,termination,mr,agreement,company,payment,his,benefits,paid,amount
2698,67215,DYCOM INDUSTRIES INC,2015-08-26,non,gaap,company,measures,august,materials,not,forward,revenue,these
2699,67215,DYCOM INDUSTRIES INC,2015-08-26,forward,looking,august,uncertainties,our,time,statements,risks,are,future
2700,67215,DYCOM INDUSTRIES INC,2015-08-27,measures,conference,company,these,call,revenue,non,gaap,august,webcast
2701,67215,DYCOM INDUSTRIES INC,2015-08-27,certain,officers,august,florida,accounting,directors,inc,over,director,sec
2702,67215,DYCOM INDUSTRIES INC,2015-09-08,notes,amount,inc,september,florida,aggregate,million,press,release,proposed
2703,67215,DYCOM INDUSTRIES INC,2015-09-10,second,credit,september,amendment,amended,notes,agent,certain,agreement,administrative
2704,67215,DYCOM INDUSTRIES INC,2015-09-15,notes,september,upon,transactions,stock,between,price,common,bank,inc
2705,67215,DYCOM INDUSTRIES INC,2015-09-17,looking,notice,amount,forward,our,notes,september,trustee,million,uncertainties
2706,67215,DYCOM INDUSTRIES INC,2015-09-28,notes,gaap,transactions,company,price,will,share,stock,fiscal,quarterly
2718,70145,NATIONAL FUEL GAS CO,2015-08-06,gaap,august,measures,changes,presentation,company,for,looking,forward,costs
2719,70145,NATIONAL FUEL GAS CO,2015-08-07,for,company,gaap,changes,looking,measures,forward,costs,effect,national
2737,701811,MENTOR GRAPHICS CORP,2015-08-20,quarter,results,corporation,august,third,second,change,former,full,company
2745,706688,AARON'S INC,2015-07-24,release,measures,earnings,accordance,financial,gaap,july,net,press,amortization
2746,706688,AARON'S INC,2015-08-11,mr,until,company,director,directors,board,his,august,from,georgia
2747,706688,AARON'S INC,2015-09-25,loan,note,existing,agreement,amendment,purchase,acquisition,facility,credit,company
2757,720672,STIFEL FINANCIAL CORP,2015-07-07,performance,votes,shareholders,meeting,annual,proxy,plan,corp,incentive,statement
2758,720672,STIFEL FINANCIAL CORP,2015-08-04,acquisition,stockholders,llp,company,prospectus,registration,connection,exhibit,with,august
2759,720672,STIFEL FINANCIAL CORP,2015-08-10,investor,call,corp,exhibit,presentation,august,financial,james,conference,through
2760,720672,STIFEL FINANCIAL CORP,2015-09-04,exhibit,james,financial,compensation,committee,plan,corp,approved,september,may
2761,720672,STIFEL FINANCIAL CORP,2015-09-21,presentation,gaap,forward,looking,investor,company,statements,are,measures,september
2781,73088,NORTHWESTERN CORP,2015-07-23,presentation,call,press,investor,july,webcast,company,shall,release,conference
2782,73088,NORTHWESTERN CORP,2015-07-23,july,agreement,company,parties,our,may,purchase,looking,forward,conditions
2783,73088,NORTHWESTERN CORP,2015-07-28,presentation,slide,company,document,july,corporation,will,amended,corporate,one
2784,73088,NORTHWESTERN CORP,2015-09-11,from,rate,energy,it,revenue,that,corporation,september,filings,service
2785,73088,NORTHWESTERN CORP,2015-09-15,corporation,september,company,document,slide,presentation,amended,will,corporate,one
2786,73088,NORTHWESTERN CORP,2015-09-25,release,corporation,september,press,document,energy,llc,rate,description,acquisition
2797,73756,OCEANEERING INTERNATIONAL INC,2015-07-22,international,press,release,july,inc,therein,dividend,furnished,exhibit,regarding
2798,73756,OCEANEERING INTERNATIONAL INC,2015-08-21,august,mr,international,salary,award,agreement,restated,committee,base,restricted
2799,73756,OCEANEERING INTERNATIONAL INC,2015-09-01,our,that,looking,forward,statement,continue,statements,gaap,we,second
2800,73756,OCEANEERING INTERNATIONAL INC,2015-09-08,we,continue,looking,forward,our,that,second,for,call,will
2831,74303,OLIN CORP,2015-07-06,olin,sec,proposed,transaction,solicitation,statements,products,forward,looking,proxy
2832,74303,OLIN CORP,2015-07-23,dividend,opre,press,july,announcing,release,exhibit,olin,george,dated
2833,74303,OLIN CORP,2015-07-27,july,olin,opre,materials,conference,george,exhibit,investors,september,general
2834,74303,OLIN CORP,2015-07-31,july,olin,opre,press,release,exhibit,second,quarter,corporation,earnings
2835,74303,OLIN CORP,2015-08-03,transaction,sec,olin,products,proposed,proxy,looking,forward,statement,solicitation
2836,74303,OLIN CORP,2015-08-17,special,olin,august,agreement,global,march,meeting,corporation,stock,george
2837,74303,OLIN CORP,2015-08-25,transaction,agreement,olin,proposed,sec,credit,products,with,business,august
2838,74303,OLIN CORP,2015-09-02,offer,shares,common,olin,stock,sec,proposed,shareholders,transaction,will
2839,74303,OLIN CORP,2015-09-02,olin,september,corporation,presentation,george,incorporated,information,deemed,exhibit,shall
2840,74303,OLIN CORP,2015-09-15,proposed,products,sec,materials,looking,olin,risks,transaction,business,forward
2841,74303,OLIN CORP,2015-09-15,september,proposal,meeting,vote,olin,special,was,follows,shares,amendment
2842,74303,OLIN CORP,2015-09-15,corporation,olin,incorporated,george,presentation,september,information,deemed,exhibit,shall
2843,74303,OLIN CORP,2015-09-28,olin,solicitation,september,registration,sec,notes,private,offer,senior,documents
2844,74303,OLIN CORP,2015-09-28,olin,september,corporation,presentation,george,incorporated,information,deemed,exhibit,shall
2871,7536,ARROW ELECTRONICS INC,2015-07-28,earnings,issued,second,release,july,hereto,press,inc,quarter,attached
2872,7536,ARROW ELECTRONICS INC,2015-09-18,release,press,exhibit,inc,september,program,issued,york,former,text
2904,799729,PAREXEL INTERNATIONAL CORP,2015-08-06,bank,financial,august,corporation,international,deemed,exhibit,shall,for,press
2905,799729,PAREXEL INTERNATIONAL CORP,2015-08-26,international,board,committee,meeting,directors,person,august,employee,elected,until
2906,799729,PAREXEL INTERNATIONAL CORP,2015-09-15,his,target,salary,base,fiscal,year,equal,based,can,payment
2907,799729,PAREXEL INTERNATIONAL CORP,2015-09-17,shares,agreement,september,stock,company,common,international,program,bank,price
2921,861361,B/E AEROSPACE INC,2015-07-22,results,july,inc,june,financial,ended,press,release,announcing,quarter
2922,861361,B/E AEROSPACE INC,2015-07-31,dividend,july,announcing,company,plans,program,quarterly,share,announced,press
2923,861361,B/E AEROSPACE INC,2015-08-07,will,mr,his,agreement,august,terms,officers,company,performance,receive
2931,861459,GRANITE CONSTRUCTION INC,2015-07-17,signature,july,board,certain,officers,directors,incorporated,follows,director,commissionfile
2932,861459,GRANITE CONSTRUCTION INC,2015-07-30,measures,ebitda,provided,gaap,financial,july,company,non,used,companies
2936,887936,FTI CONSULTING INC,2015-07-31,operating,adjusted,ebitda,income,loss,gaap,measures,total,consideration,special
2937,887936,FTI CONSULTING INC,2015-08-03,ebitda,adjusted,income,operating,loss,total,gaap,consideration,measures,special
2938,887936,FTI CONSULTING INC,2015-08-07,adjusted,ebitda,income,operating,gaap,loss,total,measures,margin,presentation
2939,887936,FTI CONSULTING INC,2015-08-14,forward,expectations,customary,notes,offer,outstanding,looking,statements,august,amount
2940,887936,FTI CONSULTING INC,2015-09-01,press,offer,announcing,expectations,inc,august,forward,looking,notes,statements
2946,903127,POST PROPERTIES INC,2015-08-04,david,supplemental,earnings,august,properties,georgia,financial,release,quarterly,inc
2958,910521,DECKERS OUTDOOR CORP,2015-07-02,target,award,equity,incentive,compensation,performance,will,awards,committee,plan
2959,910521,DECKERS OUTDOOR CORP,2015-07-30,exhibit,july,george,press,release,financial,shall,corporation,results,hereto
2960,910521,DECKERS OUTDOOR CORP,2015-09-16,stockholders,company,corporation,delaware,voting,law,proposal,amendment,shares,board
2968,910606,REGENCY CENTERS CORP,2015-07-20,director,control,company,change,amended,corporation,restated,proxy,florida,shareholders
2969,910606,REGENCY CENTERS CORP,2015-08-05,june,website,months,three,ended,florida,august,supplemental,earnings,for
2970,910606,REGENCY CENTERS CORP,2015-08-12,llc,corporation,notes,interest,august,november,national,bank,supplemental,dated
2971,910606,REGENCY CENTERS CORP,2015-08-18,notes,supplemental,august,trustee,corporation,third,dated,offering,national,association
2974,921112,LIBERTY PROPERTY TRUST,2015-07-28,trust,july,property,george,financial,title,partnership,limited,press,exhibit
3010,936395,CIENA CORP,2015-08-03,notes,change,stock,company,shares,august,supplemental,among,common,cash
3011,936395,CIENA CORP,2015-08-13,august,david,corporation,officers,his,mr,senior,departure,certain,exhibit
3012,936395,CIENA CORP,2015-09-03,appointment,september,mr,notes,global,for,fiscal,call,third,senior
3026,936528,WASHINGTON FEDERAL INC,2015-07-17,june,july,applicable,federal,washington,financial,about,attached,not,copy
3027,936528,WASHINGTON FEDERAL INC,2015-08-19,officer,agreements,control,change,termination,officers,receive,annual,employment,payment
3028,936528,WASHINGTON FEDERAL INC,2015-09-23,federal,washington,chief,september,officer,financial,officers,certain,inc,company
3037,945394,HOSPITALITY PROPERTIES TRUST,2015-07-28,llc,our,mr,agreements,agreement,management,are,quarterly,person,annual
3038,945394,HOSPITALITY PROPERTIES TRUST,2015-08-10,supplemental,trust,august,properties,financial,mark,quarter,operating,months,june
3039,945394,HOSPITALITY PROPERTIES TRUST,2015-09-23,transactions,looking,june,our,we,forward,sec,properties,llc,mr
3047,945764,DENBURY RESOURCES INC,2015-07-28,resources,james,dividend,former,inc,july,payable,quarterly,august,shareholders
3048,945764,DENBURY RESOURCES INC,2015-08-05,exhibit,press,financial,august,furnished,james,release,not,inc,resources
3049,945764,DENBURY RESOURCES INC,2015-09-08,restricted,award,september,upon,mr,company,his,resources,agreement,share
3050,945764,DENBURY RESOURCES INC,2015-09-21,company,resources,announced,september,program,dividend,previously,press,board,james
3051,945764,DENBURY RESOURCES INC,2015-09-23,certain,september,resources,non,james,his,inc,directors,solicitation,officers
3058,945841,POOL CORP,2015-07-23,mark,july,corporation,guidance,release,earnings,press,second,should,issued
3059,945841,POOL CORP,2015-08-03,exhibits,press,corporation,release,quarterly,dividend,august,issued,obligations,mark
3069,1018003,INGRAM MICRO INC,2015-10-29,october,non,measures,gaap,related,these,financial,with,press,results
3070,1018003,INGRAM MICRO INC,2015-12-17,control,plan,termination,payment,change,company,committee,benefits,equity,such
3071,1018003,INGRAM MICRO INC,2015-12-22,board,december,meeting,restated,special,stockholders,company,notice,person,amendments
3085,1025996,KILROY REALTY CORP,2015-10-29,information,supplemental,october,corporation,furnished,quarter,deemed,september,for,shall
3086,1025996,KILROY REALTY CORP,2015-10-30,income,corporation,federal,october,tax,partnership,states,supplemental,filed,operating
3087,1025996,KILROY REALTY CORP,2015-11-16,agreement,corporation,operating,partnership,november,opre,purchase,for,accounting,that
3088,1025996,KILROY REALTY CORP,2015-12-18,employment,agreement,partnership,december,corporation,officers,operating,mr,salary,amended
3092,103730,VISHAY INTERTECHNOLOGY INC,2015-10-08,inc,third,lori,october,press,release,financial,former,fiscal,exhibit
3093,103730,VISHAY INTERTECHNOLOGY INC,2015-11-03,stock,amount,share,diluted,common,price,per,market,earnings,shares
3094,103730,VISHAY INTERTECHNOLOGY INC,2015-11-10,dividend,common,lori,cash,november,december,stock,class,stockholders,press
3095,103730,VISHAY INTERTECHNOLOGY INC,2015-12-02,rate,effective,price,senior,due,lori,dividend,december,adjusted,each
3096,103730,VISHAY INTERTECHNOLOGY INC,2015-12-10,facility,amended,credit,restated,subsidiaries,december,ratio,agreement,certain,significant
3103,1038074,SILICON LABORATORIES INC,2015-10-28,financial,results,press,measures,gaap,non,information,october,release,inc
3104,1038074,SILICON LABORATORIES INC,2015-10-30,october,senior,president,directors,officers,vice,john,certain,serve,inc
3105,1038074,SILICON LABORATORIES INC,2015-11-23,purchase,november,limited,shareholders,agreement,consideration,subsidiary,john,between,into
3106,1038074,SILICON LABORATORIES INC,2015-11-30,committee,inc,mr,officer,november,john,compensation,was,dc,board
3117,1056696,MANHATTAN ASSOCIATES INC,2015-10-16,directors,georgia,officers,board,october,appointment,director,mr,company,certain
3118,1056696,MANHATTAN ASSOCIATES INC,2015-10-20,net,we,adjusted,gaap,operating,income,our,measures,compensation,per
3129,1062449,BUFFALO WILD WINGS INC,2015-10-28,press,october,financial,furnished,release,results,inc,third,commissionfile,jurisdictionof
3130,1062449,BUFFALO WILD WINGS INC,2015-11-23,program,november,share,announcing,press,release,inc,time,up,market
3131,1062449,BUFFALO WILD WINGS INC,2015-12-08,december,inc,contained,our,press,release,announcing,furnished,retirement,officers
3148,1077771,UMPQUA HOLDINGS CORP,2015-10-21,release,third,holdings,october,quarter,corporation,financial,investor,press,results
3149,1077771,UMPQUA HOLDINGS CORP,2015-12-16,holdings,quarterly,approved,dividend,payable,corporation,december,january,shareholders,announced
3150,1077771,UMPQUA HOLDINGS CORP,2015-12-30,conference,holdings,press,earnings,quarterly,corporation,december,call,announcing,release
3160,1128928,FLOWERS FOODS INC,2015-10-14,october,company,release,inc,description,georgia,acquisition,exhibit,announcing,press
3161,1128928,FLOWERS FOODS INC,2015-11-12,november,inc,georgia,guidance,exhibit,release,financial,press,operations,condition
3162,1128928,FLOWERS FOODS INC,2015-11-25,was,mr,november,company,directors,for,inc,officer,chief,will
3173,1143068,GREAT PLAINS ENERGY INC,2015-11-05,missouri,lori,november,energy,city,information,press,furnished,release,operations
3174,1143068,GREAT PLAINS ENERGY INC,2015-11-06,missouri,november,relations,presentation,city,investor,furnished,lori,information,energy
3175,1143068,GREAT PLAINS ENERGY INC,2015-12-01,missouri,furnished,city,lori,energy,presentation,investor,information,not,relating
3200,1179929,MOLINA HEALTHCARE INC,2015-10-29,press,third,months,healthcare,october,inc,release,september,results,ended
3201,1179929,MOLINA HEALTHCARE INC,2015-11-02,november,healthcare,llc,services,announced,inc,acquisition,previously,exhibit,shall
3202,1179929,MOLINA HEALTHCARE INC,2015-11-02,issued,november,press,healthcare,exhibit,offer,release,inc,notes,states
3203,1179929,MOLINA HEALTHCARE INC,2015-11-06,agreement,november,purchase,notes,healthcare,company,offering,inc,party,thereto
3204,1179929,MOLINA HEALTHCARE INC,2015-11-06,effective,second,november,termination,amendment,purchase,property,payment,healthcare,company
3205,1179929,MOLINA HEALTHCARE INC,2015-11-10,make,restricted,subsidiaries,november,registration,company,notes,interest,healthcare,will
3206,1179929,MOLINA HEALTHCARE INC,2015-11-24,november,certain,plan,inc,businesses,assets,healthcare,definitive,agreement,closing
3216,1265888,NEUSTAR INC,2015-10-29,results,call,press,release,financial,october,third,reference,shall,exhibit
3217,1265888,NEUSTAR INC,2015-11-06,acquisition,purchase,holders,november,agreement,will,limited,customary,facility,llc
3218,1265888,NEUSTAR INC,2015-12-09,agreement,party,amendment,facility,credit,december,agent,thereto,among,purchase
3219,1265888,NEUSTAR INC,2015-12-21,december,agreement,transaction,required,september,services,acquisition,inc,filed,purchase
3225,1287865,MEDICAL PROPERTIES TRUST INC,2015-10-06,trust,steven,partnership,amendment,properties,september,operating,agent,an,agreement
3226,1287865,MEDICAL PROPERTIES TRUST INC,2015-11-05,months,september,three,ended,million,properties,november,trust,gaap,operations
3253,18349,SYNOVUS FINANCIAL CORP,2015-10-20,october,presentation,supplemental,release,press,information,slide,exhibit,into,corp
3254,18349,SYNOVUS FINANCIAL CORP,2015-12-07,company,trustee,between,york,agreement,december,supplemental,bank,corp,notes
3255,18349,SYNOVUS FINANCIAL CORP,2015-12-23,december,purchase,corp,offer,press,announcing,dated,georgia,release,financial
3280,310142,SENSIENT TECHNOLOGIES CORP,2015-10-16,release,exhibit,john,press,corporation,technologies,october,corporate,current,furnished
3281,310142,SENSIENT TECHNOLOGIES CORP,2015-10-22,corporation,september,technologies,months,press,john,october,ended,exhibit,release
3282,310142,SENSIENT TECHNOLOGIES CORP,2015-11-10,november,agreement,note,purchase,amendment,ratio,dated,facility,first,credit
3283,310142,SENSIENT TECHNOLOGIES CORP,2015-12-07,amended,laws,technologies,corporation,december,restated,board,directors,amendment,exhibit
3298,33619,ESTERLINE TECHNOLOGIES CORP,2015-11-19,financial,supplemental,technologies,results,november,release,fiscal,press,corporation,information
3299,33619,ESTERLINE TECHNOLOGIES CORP,2015-11-30,mr,technologies,meeting,director,november,board,stockholders,directors,annual,employee
3350,350797,EATON VANCE CORP,2015-11-03,voting,compensation,amended,stock,employee,purchase,corp,incentive,restated,plan
3351,350797,EATON VANCE CORP,2015-11-24,international,table,corp,november,index,exhibit,dated,release,operations,financial
3352,350797,EATON VANCE CORP,2015-11-25,voting,shares,trust,subsidiaries,common,november,stock,value,upon,employee
3353,350797,EATON VANCE CORP,2015-11-25,voting,shares,trust,subsidiaries,common,november,stock,value,upon,employee
